"direction";"time";"bps"
"ingress";"2021-06-26T23:00:00+10:00";351,224,158,747.022
"ingress";"2021-06-26T23:30:00+10:00";324,638,273,169.742
"ingress";"2021-06-27T00:00:00+10:00";292,694,014,338.667
"ingress";"2021-06-27T00:30:00+10:00";258,230,848,357.333
"ingress";"2021-06-27T01:00:00+10:00";226,022,803,733.867
"ingress";"2021-06-27T01:30:00+10:00";197,888,739,527.573
"ingress";"2021-06-27T02:00:00+10:00";174,402,860,722.418
"ingress";"2021-06-27T02:30:00+10:00";155,579,235,858.951
"ingress";"2021-06-27T03:00:00+10:00";135,029,152,456.142
"ingress";"2021-06-27T03:30:00+10:00";120,378,827,801.422
"ingress";"2021-06-27T04:00:00+10:00";110,763,162,275.378
"ingress";"2021-06-27T04:30:00+10:00";106,462,329,199.076
"ingress";"2021-06-27T05:00:00+10:00";101,328,440,091.164
"ingress";"2021-06-27T05:30:00+10:00";98,528,416,972.16
"ingress";"2021-06-27T06:00:00+10:00";100,821,795,652.8
"ingress";"2021-06-27T06:30:00+10:00";103,597,189,228.089
"ingress";"2021-06-27T07:00:00+10:00";111,988,767,709.013
"ingress";"2021-06-27T07:30:00+10:00";127,570,188,506.418
"ingress";"2021-06-27T08:00:00+10:00";149,605,954,418.916
"ingress";"2021-06-27T08:30:00+10:00";174,697,498,788.409
"ingress";"2021-06-27T09:00:00+10:00";197,468,114,246.187
"ingress";"2021-06-27T09:30:00+10:00";217,457,964,224.782
"ingress";"2021-06-27T10:00:00+10:00";231,511,934,117.76
"ingress";"2021-06-27T10:30:00+10:00";243,735,742,518.542
"ingress";"2021-06-27T11:00:00+10:00";256,032,082,287.964
"ingress";"2021-06-27T11:30:00+10:00";266,782,490,904.569
"ingress";"2021-06-27T12:00:00+10:00";272,204,453,393.529
"ingress";"2021-06-27T12:30:00+10:00";275,402,741,247.68
"ingress";"2021-06-27T13:00:00+10:00";289,611,501,495.467
"ingress";"2021-06-27T13:30:00+10:00";305,916,161,619.769
"ingress";"2021-06-27T14:00:00+10:00";299,967,209,963.307
"ingress";"2021-06-27T14:30:00+10:00";305,328,910,955.804
"ingress";"2021-06-27T15:00:00+10:00";315,052,171,476.124
"ingress";"2021-06-27T15:30:00+10:00";324,440,968,748.018
"ingress";"2021-06-27T16:00:00+10:00";330,103,071,103.68
"ingress";"2021-06-27T16:30:00+10:00";337,353,016,253.262
"ingress";"2021-06-27T17:00:00+10:00";346,427,943,510.187
"ingress";"2021-06-27T17:30:00+10:00";350,857,493,999.68
"ingress";"2021-06-27T18:00:00+10:00";354,864,214,647.076
"ingress";"2021-06-27T18:30:00+10:00";357,772,368,979.556
"ingress";"2021-06-27T19:00:00+10:00";364,650,749,256.889
"ingress";"2021-06-27T19:30:00+10:00";377,892,466,842.24
"ingress";"2021-06-27T20:00:00+10:00";389,838,912,276.516
"ingress";"2021-06-27T20:30:00+10:00";403,671,451,596.693
"ingress";"2021-06-27T21:00:00+10:00";411,027,475,374.151
"ingress";"2021-06-27T21:30:00+10:00";411,869,545,245.867
"ingress";"2021-06-27T22:00:00+10:00";408,259,683,204.587
"ingress";"2021-06-27T22:30:00+10:00";386,489,077,778.24
"ingress";"2021-06-27T23:00:00+10:00";355,980,919,257.707
"ingress";"2021-06-27T23:30:00+10:00";326,053,695,021.653
"ingress";"2021-06-28T00:00:00+10:00";283,889,118,389.582
"ingress";"2021-06-28T00:30:00+10:00";243,027,258,890.667
"ingress";"2021-06-28T01:00:00+10:00";205,869,358,443.378
"ingress";"2021-06-28T01:30:00+10:00";173,343,468,352.178
"ingress";"2021-06-28T02:00:00+10:00";151,870,144,483.698
"ingress";"2021-06-28T02:30:00+10:00";134,604,046,582.613
"ingress";"2021-06-28T03:00:00+10:00";117,967,915,141.938
"ingress";"2021-06-28T03:30:00+10:00";108,344,374,778.311
"ingress";"2021-06-28T04:00:00+10:00";99,824,861,697.636
"ingress";"2021-06-28T04:30:00+10:00";89,202,649,217.956
"ingress";"2021-06-28T05:00:00+10:00";87,593,479,940.871
"ingress";"2021-06-28T05:30:00+10:00";92,896,842,223.04
"ingress";"2021-06-28T06:00:00+10:00";100,204,081,195.271
"ingress";"2021-06-28T06:30:00+10:00";110,115,160,511.218
"ingress";"2021-06-28T07:00:00+10:00";122,021,253,237.191
"ingress";"2021-06-28T07:30:00+10:00";138,230,226,659.876
"ingress";"2021-06-28T08:00:00+10:00";159,519,608,333.049
"ingress";"2021-06-28T08:30:00+10:00";183,496,497,754.489
"ingress";"2021-06-28T09:00:00+10:00";209,770,829,666.098
"ingress";"2021-06-28T09:30:00+10:00";231,686,633,246.898
"ingress";"2021-06-28T10:00:00+10:00";249,345,356,281.6
"ingress";"2021-06-28T10:30:00+10:00";257,687,895,800.782
"ingress";"2021-06-28T11:00:00+10:00";266,872,728,099.52
"ingress";"2021-06-28T11:30:00+10:00";274,880,047,371.556
"ingress";"2021-06-28T12:00:00+10:00";275,761,285,048.747
"ingress";"2021-06-28T12:30:00+10:00";277,419,644,603.093
"ingress";"2021-06-28T13:00:00+10:00";278,847,080,750.933
"ingress";"2021-06-28T13:30:00+10:00";283,804,869,052.907
"ingress";"2021-06-28T14:00:00+10:00";289,115,467,541.013
"ingress";"2021-06-28T14:30:00+10:00";295,589,765,967.538
"ingress";"2021-06-28T15:00:00+10:00";296,458,727,538.524
"ingress";"2021-06-28T15:30:00+10:00";300,308,799,407.004
"ingress";"2021-06-28T16:00:00+10:00";302,874,143,886.293
"ingress";"2021-06-28T16:30:00+10:00";308,919,139,029.262
"ingress";"2021-06-28T17:00:00+10:00";309,913,332,090.027
"ingress";"2021-06-28T17:30:00+10:00";307,135,768,166.293
"ingress";"2021-06-28T18:00:00+10:00";309,468,974,689.387
"ingress";"2021-06-28T18:30:00+10:00";315,667,965,704.32
"ingress";"2021-06-28T19:00:00+10:00";329,288,296,890.88
"ingress";"2021-06-28T19:30:00+10:00";347,922,858,132.444
"ingress";"2021-06-28T20:00:00+10:00";368,200,369,615.68
"ingress";"2021-06-28T20:30:00+10:00";390,144,282,396.871
"ingress";"2021-06-28T21:00:00+10:00";412,040,481,070.649
"ingress";"2021-06-28T21:30:00+10:00";411,667,742,276.516
"ingress";"2021-06-28T22:00:00+10:00";400,424,587,583.822
"ingress";"2021-06-28T22:30:00+10:00";367,861,880,722.916
"ingress";"2021-06-28T23:00:00+10:00";340,133,272,193.28
"ingress";"2021-06-28T23:30:00+10:00";304,418,512,257.884
"ingress";"2021-06-29T00:00:00+10:00";268,802,337,465.493
"ingress";"2021-06-29T00:30:00+10:00";235,693,188,128.071
"ingress";"2021-06-29T01:00:00+10:00";202,642,295,958.044
"ingress";"2021-06-29T01:30:00+10:00";178,187,406,773.227
"ingress";"2021-06-29T02:00:00+10:00";155,854,720,074.062
"ingress";"2021-06-29T02:30:00+10:00";140,648,857,281.636
"ingress";"2021-06-29T03:00:00+10:00";124,726,324,273.173
"ingress";"2021-06-29T03:30:00+10:00";112,371,130,550.72
"ingress";"2021-06-29T04:00:00+10:00";103,704,731,860.196
"ingress";"2021-06-29T04:30:00+10:00";103,446,043,043.876
"ingress";"2021-06-29T05:00:00+10:00";100,756,545,182.613
"ingress";"2021-06-29T05:30:00+10:00";100,164,915,085.902
"ingress";"2021-06-29T06:00:00+10:00";102,351,127,714.844
"ingress";"2021-06-29T06:30:00+10:00";110,177,125,350.72
"ingress";"2021-06-29T07:00:00+10:00";123,479,870,844.658
"ingress";"2021-06-29T07:30:00+10:00";139,457,387,412.658
"ingress";"2021-06-29T08:00:00+10:00";159,632,537,696.107
"ingress";"2021-06-29T08:30:00+10:00";181,141,637,350.044
"ingress";"2021-06-29T09:00:00+10:00";204,249,259,967.005
"ingress";"2021-06-29T09:30:00+10:00";226,973,214,848.569
"ingress";"2021-06-29T10:00:00+10:00";242,470,674,321.316
"ingress";"2021-06-29T10:30:00+10:00";253,570,763,803.733
"ingress";"2021-06-29T11:00:00+10:00";262,941,822,586.027
"ingress";"2021-06-29T11:30:00+10:00";271,495,829,136.498
"ingress";"2021-06-29T12:00:00+10:00";273,819,283,705.849
"ingress";"2021-06-29T12:30:00+10:00";274,240,652,674.88
"ingress";"2021-06-29T13:00:00+10:00";277,539,714,491.484
"ingress";"2021-06-29T13:30:00+10:00";283,179,314,914.418
"ingress";"2021-06-29T14:00:00+10:00";284,790,209,616.284
"ingress";"2021-06-29T14:30:00+10:00";290,459,992,925.796
"ingress";"2021-06-29T15:00:00+10:00";292,636,237,149.867
"ingress";"2021-06-29T15:30:00+10:00";298,678,340,643.236
"ingress";"2021-06-29T16:00:00+10:00";302,413,566,885.582
"ingress";"2021-06-29T16:30:00+10:00";305,452,865,840.356
"ingress";"2021-06-29T17:00:00+10:00";304,791,218,798.364
"ingress";"2021-06-29T17:30:00+10:00";304,813,701,674.347
"ingress";"2021-06-29T18:00:00+10:00";306,458,006,576.747
"ingress";"2021-06-29T18:30:00+10:00";314,370,267,978.56
"ingress";"2021-06-29T19:00:00+10:00";328,346,599,490.844
"ingress";"2021-06-29T19:30:00+10:00";349,132,082,153.28
"ingress";"2021-06-29T20:00:00+10:00";368,811,849,672.889
"ingress";"2021-06-29T20:30:00+10:00";387,958,689,152.889
"ingress";"2021-06-29T21:00:00+10:00";407,694,843,154.631
"ingress";"2021-06-29T21:30:00+10:00";416,043,480,601.529
"ingress";"2021-06-29T22:00:00+10:00";409,763,388,172.302
"ingress";"2021-06-29T22:30:00+10:00";387,861,662,202.809
"ingress";"2021-06-29T23:00:00+10:00";354,825,195,868.302
"ingress";"2021-06-29T23:30:00+10:00";316,317,817,561.956
"ingress";"2021-06-30T00:00:00+10:00";275,851,336,729.102
"ingress";"2021-06-30T00:30:00+10:00";243,349,827,286.613
"ingress";"2021-06-30T01:00:00+10:00";209,206,206,294.187
"ingress";"2021-06-30T01:30:00+10:00";180,345,901,405.013
"ingress";"2021-06-30T02:00:00+10:00";160,892,104,080.213
"ingress";"2021-06-30T02:30:00+10:00";144,851,728,518.187
"ingress";"2021-06-30T03:00:00+10:00";130,312,657,525.831
"ingress";"2021-06-30T03:30:00+10:00";116,968,833,596.302
"ingress";"2021-06-30T04:00:00+10:00";111,228,215,656.107
"ingress";"2021-06-30T04:30:00+10:00";110,066,939,396.836
"ingress";"2021-06-30T05:00:00+10:00";107,924,207,137.422
"ingress";"2021-06-30T05:30:00+10:00";106,615,809,295.004
"ingress";"2021-06-30T06:00:00+10:00";111,087,581,982.009
"ingress";"2021-06-30T06:30:00+10:00";118,358,401,003.52
"ingress";"2021-06-30T07:00:00+10:00";128,854,329,604.907
"ingress";"2021-06-30T07:30:00+10:00";146,405,426,073.742
"ingress";"2021-06-30T08:00:00+10:00";166,519,064,887.893
"ingress";"2021-06-30T08:30:00+10:00";185,548,223,817.884
"ingress";"2021-06-30T09:00:00+10:00";208,757,790,196.409
"ingress";"2021-06-30T09:30:00+10:00";231,776,074,904.462
"ingress";"2021-06-30T10:00:00+10:00";247,284,495,685.831
"ingress";"2021-06-30T10:30:00+10:00";259,210,397,557.618
"ingress";"2021-06-30T11:00:00+10:00";270,551,847,295.218
"ingress";"2021-06-30T11:30:00+10:00";278,865,252,329.031
"ingress";"2021-06-30T12:00:00+10:00";279,155,058,353.636
"ingress";"2021-06-30T12:30:00+10:00";278,117,480,350.009
"ingress";"2021-06-30T13:00:00+10:00";274,623,324,426.524
"ingress";"2021-06-30T13:30:00+10:00";280,715,043,419.307
"ingress";"2021-06-30T14:00:00+10:00";286,295,024,113.493
"ingress";"2021-06-30T14:30:00+10:00";295,656,547,772.302
"ingress";"2021-06-30T15:00:00+10:00";296,869,150,090.098
"ingress";"2021-06-30T15:30:00+10:00";300,227,223,666.987
"ingress";"2021-06-30T16:00:00+10:00";307,151,873,798.116
"ingress";"2021-06-30T16:30:00+10:00";312,573,781,566.222
"ingress";"2021-06-30T17:00:00+10:00";311,087,376,542.364
"ingress";"2021-06-30T17:30:00+10:00";312,548,442,548.978
"ingress";"2021-06-30T18:00:00+10:00";317,216,457,412.338
"ingress";"2021-06-30T18:30:00+10:00";321,576,658,151.964
"ingress";"2021-06-30T19:00:00+10:00";340,093,368,655.502
"ingress";"2021-06-30T19:30:00+10:00";360,853,544,020.622
"ingress";"2021-06-30T20:00:00+10:00";384,879,007,401.671
"ingress";"2021-06-30T20:30:00+10:00";410,123,496,147.413
"ingress";"2021-06-30T21:00:00+10:00";421,949,086,898.276
"ingress";"2021-06-30T21:30:00+10:00";423,846,366,076.231
"ingress";"2021-06-30T22:00:00+10:00";418,345,768,752.853
"ingress";"2021-06-30T22:30:00+10:00";393,409,747,195.52
"ingress";"2021-06-30T23:00:00+10:00";358,459,825,981.369
"ingress";"2021-06-30T23:30:00+10:00";319,791,673,461.404
"ingress";"2021-07-01T00:00:00+10:00";280,933,669,626.382
"ingress";"2021-07-01T00:30:00+10:00";246,086,930,950.542
"ingress";"2021-07-01T01:00:00+10:00";211,032,591,431.609
"ingress";"2021-07-01T01:30:00+10:00";181,484,629,920.924
"ingress";"2021-07-01T02:00:00+10:00";160,303,901,268.551
"ingress";"2021-07-01T02:30:00+10:00";141,778,523,764.48
"ingress";"2021-07-01T03:00:00+10:00";126,364,258,933.476
"ingress";"2021-07-01T03:30:00+10:00";113,243,585,778.916
"ingress";"2021-07-01T04:00:00+10:00";104,996,068,337.493
"ingress";"2021-07-01T04:30:00+10:00";99,335,168,115.627
"ingress";"2021-07-01T05:00:00+10:00";96,354,525,356.658
"ingress";"2021-07-01T05:30:00+10:00";101,426,619,388.018
"ingress";"2021-07-01T06:00:00+10:00";105,922,450,238.649
"ingress";"2021-07-01T06:30:00+10:00";113,746,678,030.578
"ingress";"2021-07-01T07:00:00+10:00";124,996,971,723.093
"ingress";"2021-07-01T07:30:00+10:00";139,360,501,330.631
"ingress";"2021-07-01T08:00:00+10:00";160,976,846,395.876
"ingress";"2021-07-01T08:30:00+10:00";179,668,754,020.48
"ingress";"2021-07-01T09:00:00+10:00";202,024,144,544.356
"ingress";"2021-07-01T09:30:00+10:00";223,270,347,324.302
"ingress";"2021-07-01T10:00:00+10:00";240,670,885,887.858
"ingress";"2021-07-01T10:30:00+10:00";250,357,014,525.44
"ingress";"2021-07-01T11:00:00+10:00";260,909,588,328.533
"ingress";"2021-07-01T11:30:00+10:00";270,548,388,049.636
"ingress";"2021-07-01T12:00:00+10:00";273,365,751,056.213
"ingress";"2021-07-01T12:30:00+10:00";274,706,098,065.92
"ingress";"2021-07-01T13:00:00+10:00";280,888,602,539.662
"ingress";"2021-07-01T13:30:00+10:00";288,755,482,607.502
"ingress";"2021-07-01T14:00:00+10:00";292,203,402,745.387
"ingress";"2021-07-01T14:30:00+10:00";295,652,445,089.351
"ingress";"2021-07-01T15:00:00+10:00";297,568,300,652.018
"ingress";"2021-07-01T15:30:00+10:00";301,521,309,015.68
"ingress";"2021-07-01T16:00:00+10:00";307,110,216,005.333
"ingress";"2021-07-01T16:30:00+10:00";311,233,842,436.978
"ingress";"2021-07-01T17:00:00+10:00";306,676,170,171.52
"ingress";"2021-07-01T17:30:00+10:00";306,157,253,270.044
"ingress";"2021-07-01T18:00:00+10:00";303,665,151,485.724
"ingress";"2021-07-01T18:30:00+10:00";308,750,182,485.902
"ingress";"2021-07-01T19:00:00+10:00";320,113,899,183.076
"ingress";"2021-07-01T19:30:00+10:00";340,210,203,771.449
"ingress";"2021-07-01T20:00:00+10:00";362,329,340,673.849
"ingress";"2021-07-01T20:30:00+10:00";382,588,860,138.667
"ingress";"2021-07-01T21:00:00+10:00";408,359,939,967.218
"ingress";"2021-07-01T21:30:00+10:00";422,308,691,376.996
"ingress";"2021-07-01T22:00:00+10:00";410,216,795,600.213
"ingress";"2021-07-01T22:30:00+10:00";391,199,282,075.449
"ingress";"2021-07-01T23:00:00+10:00";361,033,841,636.836
"ingress";"2021-07-01T23:30:00+10:00";323,266,988,425.813
"ingress";"2021-07-02T00:00:00+10:00";282,903,213,698.133
"ingress";"2021-07-02T00:30:00+10:00";246,574,703,397.689
"ingress";"2021-07-02T01:00:00+10:00";211,187,508,558.507
"ingress";"2021-07-02T01:30:00+10:00";183,216,211,501.938
"ingress";"2021-07-02T02:00:00+10:00";164,177,936,168.391
"ingress";"2021-07-02T02:30:00+10:00";143,435,956,382.578
"ingress";"2021-07-02T03:00:00+10:00";127,243,741,028.053
"ingress";"2021-07-02T03:30:00+10:00";115,120,721,042.418
"ingress";"2021-07-02T04:00:00+10:00";104,109,489,287.04
"ingress";"2021-07-02T04:30:00+10:00";95,311,164,977.707
"ingress";"2021-07-02T05:00:00+10:00";92,505,854,976.996
"ingress";"2021-07-02T05:30:00+10:00";94,530,070,603.804
"ingress";"2021-07-02T06:00:00+10:00";101,604,535,908.693
"ingress";"2021-07-02T06:30:00+10:00";110,934,693,985.138
"ingress";"2021-07-02T07:00:00+10:00";122,753,407,167.004
"ingress";"2021-07-02T07:30:00+10:00";137,292,704,697.458
"ingress";"2021-07-02T08:00:00+10:00";156,515,874,265.316
"ingress";"2021-07-02T08:30:00+10:00";177,527,005,759.502
"ingress";"2021-07-02T09:00:00+10:00";202,071,206,811.236
"ingress";"2021-07-02T09:30:00+10:00";224,159,612,584.178
"ingress";"2021-07-02T10:00:00+10:00";240,138,227,513.387
"ingress";"2021-07-02T10:30:00+10:00";252,047,173,688.462
"ingress";"2021-07-02T11:00:00+10:00";266,056,831,894.898
"ingress";"2021-07-02T11:30:00+10:00";271,850,482,655.147
"ingress";"2021-07-02T12:00:00+10:00";275,409,123,365.049
"ingress";"2021-07-02T12:30:00+10:00";279,539,713,901.227
"ingress";"2021-07-02T13:00:00+10:00";283,509,290,988.516
"ingress";"2021-07-02T13:30:00+10:00";288,930,166,704.213
"ingress";"2021-07-02T14:00:00+10:00";292,507,154,048.569
